"x"
"TCGA-EL-A3GP-01"
"TCGA-L6-A4EU-01"
"TCGA-DE-A69J-01"
"TCGA-EL-A3H4-01"
"TCGA-KS-A4I9-01"
"TCGA-EL-A3D4-01"
"TCGA-EL-A3CP-01"
"TCGA-E8-A437-01"
"TCGA-DE-A7U5-01"
"TCGA-EM-A3ST-01"
"TCGA-ET-A2N5-01"
"TCGA-ET-A2MY-01"
"TCGA-ET-A39P-01"
"TCGA-EM-A22J-01"
"TCGA-FK-A3S3-01"
"TCGA-ET-A25O-01"
"TCGA-ET-A39L-01"
"TCGA-FK-A3SH-01"
