"x"
"TCGA-EL-A3D1-01"
"TCGA-DJ-A4UQ-01"
"TCGA-CE-A13K-01"
"TCGA-EL-A3ZG-01"
"TCGA-DJ-A2Q7-01"
"TCGA-KS-A4I1-01"
"TCGA-KS-A4IB-01"
"TCGA-E8-A433-01"
"TCGA-DJ-A3UM-01"
"TCGA-CE-A485-01"
"TCGA-EL-A4JV-01"
"TCGA-CE-A482-01"
"TCGA-EM-A22P-01"
"TCGA-ET-A25P-01"
"TCGA-ET-A3DW-01"
"TCGA-EM-A22Q-01"
"TCGA-ET-A3BS-01"
