"x"
"TCGA-C8-A1HJ-01"
"TCGA-C8-A134-01"
"TCGA-C8-A131-01"
"TCGA-C8-A27B-01"
"TCGA-C8-A12K-01"
"TCGA-C8-A12V-01"
"TCGA-A1-A0SK-01"
"TCGA-C8-A12N-01"
"TCGA-C8-A130-01"
"TCGA-C8-A12U-01"
"TCGA-C8-A274-01"
"TCGA-BH-A1EX-01"
"TCGA-C8-A1HN-01"
"TCGA-C8-A12O-01"
"TCGA-C8-A1HO-01"
"TCGA-C8-A1HM-01"
"TCGA-C8-A3M7-01"
"TCGA-A2-A0CV-01"
"TCGA-C8-A26W-01"
"TCGA-C8-A1HL-01"
"TCGA-C8-A12W-01"
"TCGA-AO-A126-01"
"TCGA-C8-A12M-01"
"TCGA-EW-A1IX-01"
"TCGA-C8-A26V-01"
"TCGA-C8-A1HI-01"
"TCGA-C8-A26Z-01"
"TCGA-BH-A0HW-01"
"TCGA-C8-A12Y-01"
"TCGA-A2-A0CR-01"
"TCGA-C8-A3M8-01"
"TCGA-C8-A8HQ-01"
"TCGA-C8-A1HG-01"
"TCGA-EW-A1IY-01"
"TCGA-C8-A27A-01"
"TCGA-C8-A12X-01"
"TCGA-C8-A273-01"
"TCGA-C8-A132-01"
"TCGA-C8-A1HE-01"
