"x"
"TCGA-EL-A3ZS-01"
"TCGA-4C-A93U-01"
"TCGA-DE-A4MA-01"
"TCGA-DJ-A2PY-01"
"TCGA-J8-A3O1-01"
"TCGA-EL-A3H1-01"
"TCGA-DE-A69K-01"
"TCGA-EL-A3T1-01"
"TCGA-FY-A76V-01"
"TCGA-QD-A8IV-01"
"TCGA-EL-A4JX-01"
"TCGA-DO-A1JZ-01"
"TCGA-EM-A2CK-01"
"TCGA-MK-A84Z-01"
"TCGA-ET-A3DP-01"
