"x"
"TCGA-BJ-A45J-01"
"TCGA-DJ-A3VK-01"
"TCGA-DJ-A3US-01"
"TCGA-DJ-A3UW-01"
"TCGA-E8-A415-01"
"TCGA-E8-A416-01"
"TCGA-DJ-A2Q3-01"
"TCGA-DJ-A2Q7-01"
"TCGA-EL-A3CP-01"
"TCGA-EM-A2OZ-01"
"TCGA-ET-A3BS-01"
"TCGA-EM-A3ST-01"
"TCGA-ET-A25P-01"
"TCGA-EM-A2CJ-01"
"TCGA-FY-A40L-01"
