"x"
"TCGA-AP-A1DH-01"
"TCGA-EY-A549-01"
"TCGA-BK-A13C-01"
"TCGA-SJ-A6ZJ-01"
"TCGA-SJ-A6ZI-01"
"TCGA-PG-A916-01"
"TCGA-B5-A11G-01"
"TCGA-B5-A0JU-01"
"TCGA-B5-A11R-01"
"TCGA-AJ-A5DW-01"
"TCGA-SL-A6JA-01"
"TCGA-B5-A11I-01"
"TCGA-4E-A92E-01"
"TCGA-AP-A0LN-01"
"TCGA-AJ-A5DV-01"
"TCGA-EY-A1GF-01"
"TCGA-AJ-A6NU-01"
"TCGA-AJ-A8CT-01"
"TCGA-B5-A11X-01"
"TCGA-EY-A1GD-01"
"TCGA-BS-A0T9-01"
"TCGA-B5-A0K3-01"
"TCGA-AP-A0LG-01"
"TCGA-5S-A9Q8-01"
"TCGA-AP-A0L8-01"
"TCGA-FI-A2EW-01"
"TCGA-AP-A0LI-01"
"TCGA-EY-A3L3-01"
"TCGA-E6-A1LZ-01"
"TCGA-B5-A0JN-01"
"TCGA-B5-A5OD-01"
"TCGA-PG-A6IB-01"
"TCGA-EO-A2CG-01"
"TCGA-A5-A0G3-01"
"TCGA-EO-A3KW-01"
"TCGA-B5-A1MY-01"
"TCGA-EY-A1GS-01"
"TCGA-AX-A1CA-01"
"TCGA-E6-A8L9-01"
