"x"
"TCGA-B5-A11V-01"
"TCGA-BS-A0UT-01"
"TCGA-EY-A1GR-01"
"TCGA-5S-A9Q8-01"
"TCGA-D1-A167-01"
"TCGA-EY-A1GF-01"
"TCGA-FI-A2D5-01"
"TCGA-EO-A3AV-01"
"TCGA-AJ-A3BH-01"
"TCGA-BS-A0V8-01"
"TCGA-PG-A917-01"
"TCGA-EY-A548-01"
"TCGA-EY-A1GU-01"
"TCGA-DF-A2L0-01"
"TCGA-AX-A2HA-01"
"TCGA-BS-A0TD-01"
"TCGA-D1-A0ZV-01"
"TCGA-AJ-A3EL-01"
"TCGA-BS-A0TC-01"
"TCGA-AP-A0LV-01"
"TCGA-SL-A6JA-01"
"TCGA-BG-A0RY-01"
"TCGA-EO-A22T-01"
"TCGA-AP-A1DH-01"
"TCGA-BS-A0UL-01"
"TCGA-FI-A2EW-01"
"TCGA-B5-A5OE-01"
"TCGA-PG-A7D5-01"
"TCGA-BG-A0YV-01"
"TCGA-A5-A3LP-01"
"TCGA-A5-A1OG-01"
"TCGA-PG-A914-01"
"TCGA-AX-A2H2-01"
"TCGA-EO-A2CG-01"
