"x"
"TCGA-C8-A12V-01"
"TCGA-LL-A8F5-01"
"TCGA-A8-A07U-01"
"TCGA-E2-A14X-01"
"TCGA-AC-A2BK-01"
"TCGA-BH-A1FC-01"
"TCGA-A7-A26G-01"
"TCGA-C8-A1HJ-01"
"TCGA-A7-A13D-01"
"TCGA-AC-A6IW-01"
"TCGA-BH-A0AV-01"
"TCGA-B6-A0WX-01"
"TCGA-OL-A5S0-01"
"TCGA-AO-A12A-01"
"TCGA-OL-A5RX-01"
"TCGA-C8-A8HQ-01"
"TCGA-E2-A1BC-01"
"TCGA-UL-AAZ6-01"
"TCGA-A2-A04N-01"
"TCGA-D8-A27P-01"
"TCGA-E9-A1N4-01"
"TCGA-B6-A0WZ-01"
"TCGA-C8-A12N-01"
"TCGA-A2-A25B-01"
"TCGA-A2-A0CQ-01"
"TCGA-A2-A0YI-01"
"TCGA-B6-A0X5-01"
"TCGA-LL-A5YM-01"
"TCGA-B6-A0IM-01"
"TCGA-B6-A0I5-01"
"TCGA-A2-A25E-01"
"TCGA-S3-AA17-01"
"TCGA-E9-A1RI-01"
"TCGA-BH-A0H0-01"
"TCGA-D8-A3Z6-01"
"TCGA-D8-A27I-01"
"TCGA-BH-A0HA-01"
"TCGA-C8-A12Y-01"
"TCGA-AO-A0JG-01"
"TCGA-AO-A03O-01"
"TCGA-S3-A6ZG-01"
"TCGA-BH-A0E2-01"
"TCGA-C8-A1HI-01"
"TCGA-EW-A1OX-01"
"TCGA-A2-A0SV-01"
