"x"
"TCGA-PL-A8LV-01"
"TCGA-B6-A0I1-01"
"TCGA-C8-A134-01"
"TCGA-BH-A5IZ-01"
"TCGA-AN-A0FX-01"
"TCGA-OL-A6VO-01"
"TCGA-A2-A04P-01"
"TCGA-PL-A8LZ-01"
"TCGA-A2-A3XT-01"
"TCGA-S3-AA10-01"
"TCGA-A7-A6VY-01"
"TCGA-C8-A131-01"
"TCGA-C8-A12U-01"
"TCGA-AC-A3OD-01"
"TCGA-A2-A259-01"
"TCGA-C8-A1HL-01"
"TCGA-B6-A0X4-01"
"TCGA-AN-A0XP-01"
"TCGA-C8-A26V-01"
"TCGA-A2-A0T4-01"
"TCGA-B6-A401-01"
"TCGA-LD-A7W6-01"
"TCGA-A8-A0AB-01"
"TCGA-3C-AALJ-01"
"TCGA-C8-A26Z-01"
"TCGA-GM-A2DA-01"
"TCGA-S3-AA12-01"
"TCGA-EW-A2FS-01"
"TCGA-D8-A1JC-01"
"TCGA-BH-A6R8-01"
"TCGA-E2-A15F-01"
"TCGA-AC-A5XU-01"
"TCGA-BH-A0E7-01"
"TCGA-BH-A1FD-01"
"TCGA-OL-A5RV-01"
"TCGA-V7-A7HQ-01"
"TCGA-A2-A0YL-01"
"TCGA-WT-AB44-01"
"TCGA-E2-A1L8-01"
"TCGA-D8-A1JU-01"
"TCGA-AC-A7VB-01"
"TCGA-AR-A0TT-01"
"TCGA-A8-A06U-01"
"TCGA-BH-A0B0-01"
