"x"
"TCGA-D8-A147-01"
"TCGA-BH-A1F0-01"
"TCGA-A2-A0T0-01"
"TCGA-E2-A1B6-01"
"TCGA-AR-A251-01"
"TCGA-A7-A26F-01"
"TCGA-A2-A0YC-01"
"TCGA-BH-A0BR-01"
"TCGA-A1-A0SH-01"
"TCGA-B6-A0IH-01"
"TCGA-A8-A0AD-01"
"TCGA-EW-A1P0-01"
"TCGA-AR-A0TQ-01"
"TCGA-AO-A0JF-01"
"TCGA-BH-A0C1-01"
"TCGA-BH-A0DH-01"
"TCGA-D8-A27R-01"
"TCGA-BH-A0DP-01"
"TCGA-E2-A1IL-01"
"TCGA-B6-A0RN-01"
"TCGA-E2-A15P-01"
"TCGA-GM-A3NW-01"
"TCGA-A8-A09B-01"
"TCGA-EW-A1J5-01"
"TCGA-E9-A5UO-01"
"TCGA-AR-A5QM-01"
"TCGA-GM-A5PV-01"
"TCGA-E2-A15D-01"
"TCGA-A8-A07B-01"
"TCGA-BH-A1FL-01"
"TCGA-BH-A0HU-01"
"TCGA-D8-A27W-01"
"TCGA-B6-A0X4-01"
"TCGA-AN-A0FF-01"
"TCGA-AO-A0J8-01"
"TCGA-E2-A15K-01"
"TCGA-E9-A3X8-01"
"TCGA-BH-A1F2-01"
"TCGA-A2-A04Y-01"
